chung_wbm_vector18hpi_a	chung_wbm_vector18hpi_b	chung_wbm_vector4dpi_a	chung_wbm_vector4dpi_b	chung_wbm_vector8dpi_a	chung_wbm_vector8dpi_b	chung_wbm_mammal1dpi_a	chung_wbm_mammal1dpi_b	chung_wbm_mammal2dpi_a	chung_wbm_mammal2dpi_b	chung_wbm_mammal3dpi_a	chung_wbm_mammal3dpi_b	chung_wbm_mammal4dpi_a	chung_wbm_mammal4dpi_b	chung_wbm_mammal8dpi_a	chung_wbm_mammal8dpi_b	chung_wbm_mammal20dpi_immaturemale_a	chung_wbm_mammal20dpi_immaturemale_b	chung_wbm_mammal24dpi_immaturefemale_a	chung_wbm_mammal24dpi_immaturefemale_b	chung_wbm_adultmale_a	chung_wbm_adultmale_b	chung_wbm_adultfemale_a	chung_wbm_adultfemale_b	chung_wbm_adultfemale_c	chung_wbm_adultfemale_d	chung_wbm_embryo_a	chung_wbm_embryo_b	chung_wbm_immatureMF_a	chung_wbm_immatureMF_b	chung_wbm_matureMF_a	chung_wbm_matureMF_b
cds682	87.61	47.13	58.34	74.67	651.33	275.1	39.78	21.9	15.16	16.49	18.73	15.48	19.86	21.38	66.14	39.91	17.93	13.47	4019.03	23.23	3.47	6	1878.33	1	0	1780.79	0	1	11.78	11.53	5.9	6.94
cds683	64.75	96.67	77.29	332	567.32	875.48	30.16	18.16	6.32	12.36	14.85	15.62	9.68	8.57	32.38	28.27	2.54	5	1425.12	13.01	0.05	5.5	1163.56	0	1.5	979.09	1	1	5.38	6.59	1	5.94
cds684	349.12	252.6	67.96	226.46	1051.94	799.16	81.18	56.55	17.82	51.28	51.75	54.21	44.66	53.46	99.89	104.31	43.57	28.96	7647.45	66.58	5	9.87	4708.41	2	3.84	4670.85	5.23	6	19.86	29.71	13.38	18.19
cds686	956.94	775.76	306.33	1108.83	4200.08	6826.7	414.4	301.63	111	322.93	213.7	192.66	217.3	194.99	520.1	381.01	181.1	99.44	35986.06	283.31	25.73	55.5	28239.69	15.21	20	21706.59	13	30.94	148.71	105.3	118.22	94.22
cds688	1195.3	772.69	511.89	1367.93	5194.35	6722.07	191.83	115.45	91.45	162.83	158.03	222.92	150.85	203.09	461	356.75	141.01	105.21	38861.27	288.22	37.44	50.17	17256.31	12	14.03	21930.82	13.37	18.55	61.13	75.54	53.46	58.32
cds689	4.04	313.76	27.41	156.85	653.32	945.38	38.08	23.3	10.06	34.72	19.27	25.97	9	28.02	100.17	35.52	30.2	18.68	5594.24	49.58	3	12.3	3212.17	0	7.61	3208.37	1.37	2.49	17.8	11.59	12.28	10.08
cds69	272.04	649.26	118.21	540.71	1398.73	2130.66	170.52	65.26	42.63	120.45	72.1	85.55	105.45	94.98	304.8	202.66	60.66	33.06	13522.88	121.94	3	19	6515.41	3	4.37	8828.13	4	9	53.52	28.82	18.84	27.01
cds690	2.79	3.66	15.41	36.85	259.3	213.03	21.76	11.53	5.22	24.71	9.84	8.76	20.19	9.53	27.5	17.15	8.84	6.93	1899.76	11.51	1.21	1.53	1011.67	1.01	0	1741.19	0.71	2.02	7.21	1.8	7.61	1.01
cds691	1.17	185.91	59.68	54.15	446.87	458.34	31.43	9.62	13.59	30.17	20.72	26.63	20.02	24.54	55.2	35.8	11.24	9.88	1847.83	17.47	2	2.89	1396.49	1.83	3.62	1330.99	0	0.05	8.28	3.23	5.97	9.85
cds692	224.76	600.74	168.95	464.94	1942.25	2312.66	74.54	50.8	31.53	71.9	55.99	66.88	68.82	66.02	152.2	104.44	28.52	20.08	9685.79	65.78	5.22	11.77	6802.48	2.97	3.69	6681.05	1.87	6.11	34.83	41.26	10.15	32.93
cds693	742.93	1401.35	549.13	1838.3	7388.12	8330.18	84.56	62.36	50.41	71.82	191.97	247.03	308.17	256.71	511.01	373.49	253.36	177.44	100826	355.94	44.35	96.3	48826.21	34.83	23.59	63011.08	28.34	47.1	70.27	164.87	54.39	124.52
cds694	1049.52	1808.44	681.6	2416.17	10302.39	12336.36	328.57	249.97	144.23	372.92	282.72	331.01	370.37	302.73	750.87	595.31	445.91	272.44	130288.73	694.77	159.91	300.96	55093.95	34.24	50.66	118268.72	24.77	32.05	159.43	198.08	160.81	145.57
cds695	228.33	8.74	84.24	323.5	756.71	1185.39	18.55	6.16	15.41	6.9	13.47	17.07	29.12	34.96	48.43	50.68	20.64	24.5	10884.99	53.14	6.5	14	4898.91	3.22	2	6330.02	4	5.52	16.33	7	12.71	12
cds698	0	0.28	17.33	51.5	148.21	0	18.81	5.42	9.55	19.2	5.95	9.6	12.94	8.34	15.14	9.78	14.17	14.96	3575.43	18.68	1	0.62	1606.99	2.82	0	1454.3	0	0	8.75	4.02	3.05	7.15
cds7	290.6	52.68	21.65	208.24	841.63	736.04	12.88	6.91	3	12.27	7.05	7.16	3.14	24.61	212.61	211.88	42.34	28.92	9786.08	105.19	12	49.41	5885.76	5.37	8.32	10428.3	1.75	8.5	50.6	19.62	32.29	18.73
cds70	72.63	0.33	5.05	61	3.89	74.51	8.89	0.99	0.79	2.45	5.94	0	3.91	3.31	13.37	7.94	1	0	733.33	5.92	0	0	583.82	0	0	356.77	0	0.93	2.97	0.94	0.16	4.96
cds701	2.8	4.58	49.16	122.23	106.16	482.75	24.4	13.76	2.06	9.61	13.13	15.92	5.19	4.51	29.59	14.8	8.21	7.61	2254.65	17.88	1.5	3	1340.89	1	0	1079.45	0	0	7.7	2.27	4.46	2.12
cds703	1709.52	2154.25	737.28	2108.51	7690.69	9945.62	466.41	311.12	120.95	541.88	260.51	277.68	276.18	292.53	730.65	535.88	352.1	220.36	121957.38	692.91	88.5	233.09	51018.62	44.64	75.95	72262.41	45.28	89.78	389.61	281.65	281.41	271.56
cds704	688.59	719.49	312.47	869.61	5208.15	5689.59	248.08	138.2	83.51	179.46	189.77	213.25	274.46	276.85	483.7	403.17	121.13	84.35	47610.33	352.68	5.18	41.73	16593.4	8	10.04	20516.68	16.24	26.06	105.64	118.33	58.07	110.95
cds705	1285.51	1381.27	387.45	1228.45	6015.98	6853.54	294.88	230.67	111.17	241.36	197.65	206.33	309.97	239.31	545.51	404.35	97.79	44.68	52354.28	241.76	29.18	37.84	19622.45	4.5	11.07	30915.33	13.41	12.68	138.48	119.9	55.83	130.65
cds706	328.12	1297.47	424.92	1852.59	4775.53	6767.09	486.63	297.63	131.67	291.06	181.23	278.32	245.1	210.62	639.44	455.89	224.28	145.64	53340.83	387.61	50	95.56	31030.49	9.5	36.5	35733.34	23.9	43.56	124.66	109.69	74.17	91.12
cds708	0	0.56	0.96	0	376.22	229.26	34.67	31.38	6.19	22.74	9.01	8.93	13.06	16.82	41.94	31.82	13.37	3.87	3140.16	27.13	1.49	1	2503.52	6	0.88	1375.55	2	0.75	11.55	2.39	10.62	5.7
cds709	113.45	294.56	48.16	169	332.85	702.18	39.46	37.93	12	28.87	22.55	24.52	14.49	21.11	41.53	38.08	9.98	10.03	3709.75	26.3	4	0	1853.55	2	1.68	2784.89	0	3	9.42	6	12.8	9.02
cds71	178.65	183.11	52.04	152.56	889.4	901.6	72.39	45.69	10.36	46.72	27.76	23.7	25.91	33.45	94.03	37.41	8.36	6.47	4829.07	52.32	2.64	0	4558.68	2.09	2.2	2541.53	0.6	3.7	22	12.89	15.19	24.09
cds710	30	2.39	0	0	144.33	81.09	2.36	5.15	0.55	6.26	4	5.71	2	3.92	42.59	43.2	34.79	17.64	6112.46	34.27	3.2	0.78	1271.31	0.82	4.32	3618.15	3.12	2.11	17.19	4.2	14.26	1.61
cds711	9.72	45.59	145.07	254.46	1272.51	1672.12	80.86	32.06	12.96	45.57	38.94	33.05	51.32	45.01	88.8	76.16	15.62	20.43	5666.28	44.93	6.81	4.18	3446.16	1	4	4163.79	2	3	21.33	11.64	16.42	17.04
cds712	414.48	415.37	377.74	697.09	4468.4	5458.02	438.59	256.21	94.95	277.4	225.9	247.08	174.31	237.12	556.05	393	170.78	98.71	19083.78	335.47	37.75	39.63	10765.26	19	15	14935.76	15.5	25.71	78.14	40.51	44.37	67.91
cds713	184.71	619.53	116.47	642.42	1986.19	2268.72	91.22	62.35	30.03	68.06	59.5	37.27	73.8	68.05	177.79	107.5	70.49	49.3	17948.07	78.35	4.94	27.07	9956.14	3	7.91	12347.1	10.98	12.49	44.37	22.33	27.67	17.76
cds714	536.06	1343.12	444.15	1357.84	6299.45	7875.72	422.27	212.11	110.54	245.36	284.97	242.8	297.01	309.44	637.02	421.41	127.21	72.72	31252.87	225.49	44.12	47.05	17658.82	5.72	8.98	29046.65	5.2	10.96	67.69	72.85	21.23	65.15
cds715	25.25	210.37	90.03	358.17	463.49	1197.84	83.02	51.21	14.11	52.43	47.27	58.4	59.3	53.11	124.74	88.76	60.62	54.43	22185.39	155.26	5.61	18.66	8401.69	11.8	8.03	11841.05	10.92	20.13	41.97	33.49	34.06	41.72
cds716	886.76	638.71	158.83	585.04	1954.56	1900.16	131.14	85.84	31.26	96.27	71.17	82.96	110.64	96.2	271.74	197.77	95.48	68.73	28184.92	135.99	16.21	26.22	8529.53	5.79	8.8	13883.58	4.83	17.63	96.79	50.06	52.65	60.62
cds717	362.48	1006.95	208.19	623.04	2354.83	2977.64	114.84	78.06	25.42	61.16	83.82	75.74	96.81	119.52	226.66	155.97	37.4	41.55	22178.93	113.67	13	23	13312.5	5	10.5	15490.59	2	10	57.33	68.38	35.91	56.82
cds719	4101.59	5608.73	1333.89	5046.88	17627.93	21485.74	1051.86	692.34	336.86	778.16	581.09	650.91	935.95	720.19	1519.47	1181.61	856.79	537.76	328433.72	1515.59	251.58	570.73	140727.82	89.85	164.91	263825.34	66.3	139.64	469.17	568.71	384.26	490.9
cds72	637.45	269.77	187.99	478.11	2225.38	2792.85	207.01	124.97	32.97	168.16	86.52	84.28	132.32	111.33	303.33	188.73	71.17	35.53	16893.19	183.63	10.04	21.06	7532.09	2.63	6.97	8398.52	3.8	14.05	92.87	60.9	35.28	87.23
cds720	628.68	1826.66	590.9	1687.16	7274.36	9933.96	343.25	217.38	125.67	221.21	189.25	240.58	270.1	231.53	526.51	402.58	176.48	161.21	69968.6	390.36	29.78	62.73	43279.12	17.57	27.75	41966.05	22.77	35.75	197.07	138.91	200.82	105.47
cds721	71.8	145.7	19.11	90.72	825.79	682.22	52.81	28.95	10.78	52.7	25.39	29.05	12.26	20.12	65.66	46.64	15.39	15.11	7155.84	59.43	4.03	5.24	3996.35	1.18	3.68	3673.64	2.52	4.9	27.75	11.36	26.01	16.66
cds723	0	89.04	9.6	43.33	298.8	534.78	52.19	21.82	13.36	25.24	24.46	20.24	21.96	22.21	60.3	41.96	16.55	34.53	8324.91	62.25	4.77	8	6785.48	2.27	2	5557.48	8.12	4.48	13.61	3.72	13.39	11.05
cds726	136.32	721.85	97.16	429.63	952.4	1722.67	144.48	57.41	38.34	87.87	87.24	99.3	109.48	105.56	311.2	197.73	128.3	112.68	17551.38	237.54	25.5	49.59	8818.61	11.15	14.61	12733.09	12	14.87	68.44	37.63	33.6	45.54
cds727	10.27	615.74	84.97	453.39	1636.11	2745.65	90.79	61.16	29.54	67.86	68.06	62.76	76.37	65.24	182.42	122.21	41.78	28.97	4888.68	73.2	13	9	4172.21	7	9	4363.6	2	2	22.65	12.42	16.29	12.14
cds728	8.35	456.86	156.37	312.21	1337.38	1921.95	98.44	62.2	23.58	53.04	52.14	94.98	74.79	103.29	165.5	160.68	61.9	37.45	18921.22	119.68	4.41	25.03	7736.65	5	9.46	12016.01	3	7.14	37.47	20.12	22.33	17.84
cds729	3.56	278.54	90.54	20.28	879.26	807.3	112	37.83	13.06	53	69.84	65.71	53.53	54.97	119.08	129.58	81.18	43.7	10433.93	105.9	11.59	22.78	5167.33	1.92	8.09	7137.39	4	3.86	22.45	15.85	14.04	25.84
cds73	1878.84	2927.69	1069.14	3548.59	15721.23	20001.21	596.2	358.88	215.51	465.59	332.29	357.46	491.78	375.61	963.56	654.15	298.47	234.5	128896.29	755.8	72.39	121	64005.26	18.5	40	80818.57	35.3	59.6	224.79	236.54	138.76	181.09
cds732	0	0	0	19.35	0.48	0	0	0	0	0	0	1	0	0	0.51	1	0	1.26	191.79	1	0	0	245.15	0	0	341.03	0	0	0	0	0	0
cds735	705.11	1374.82	284.05	675.89	5596.87	6330.24	69.25	48.28	29.8	74.87	73.65	74.79	49.68	68.75	340.16	240.78	188.43	126	56578.56	319.57	54.89	114.15	28455.88	16.83	28.48	44187.53	11.92	12.59	100.65	77.73	82.33	73.22
cds736	3.5	95	9.5	200.57	194.84	1479.27	46.59	47.61	12.74	39.15	29.89	24.5	29.05	23.6	66.55	58.43	20.5	15.49	4036.57	55.55	3	8.77	2631.06	0	3	2603.95	1.96	2	11.49	6.31	5.28	10.38
cds738	351.41	64.87	70.09	206.85	1375.95	1131.94	142.94	78.41	24.69	72.48	49.52	61.03	55.8	58.03	179.94	135.31	73.42	74.5	21619.13	172.58	14.95	12.3	14423.71	7.6	6.06	16702.62	3.53	7.71	34.2	27.71	27.43	25.49
cds739	1	75.87	28.01	167	435.05	420.52	23.69	10.93	6.83	21.94	22.67	15.61	13.5	18.42	49.56	40.61	23.52	10.12	3751.35	28.03	4	3.81	3004.45	0	1.73	2200.4	0	5	11.56	3.93	13.64	5.02
cds740	651.36	766.71	213.45	836.21	3254.98	4018.37	189.55	82.38	36.71	130.13	59.27	103.4	88.41	90.92	186.04	167.23	70.45	40.85	14928.99	98.2	6.18	14.92	7464.78	2.79	3.49	7109.45	4.78	7.88	73.07	39.74	52.3	54.82
cds741	3.87	9.71	18.85	158.83	487.57	508.51	40.66	13.91	16.06	22.7	16.97	25.09	9.6	27.96	57.85	49.45	25.49	7.49	4414.4	46.04	2.5	5.37	2702.04	0	2.29	2188.85	1	1.69	16.07	5.9	12.8	9.33
cds743	2632.29	1808.09	1094.13	3716.36	14891.35	15675.13	94.74	47.33	68.96	77.64	168.26	195.62	252.56	284.18	658.76	522.58	247.85	193.44	121467.8	429.65	46	128.31	52265.91	30.54	36.18	81840.85	33.82	58.28	79.76	195.93	65.25	157.58
cds744	2244.03	2489.45	1030.83	2906.36	15767.57	18123.85	497.06	472.25	334.36	679.38	288.23	381.62	232.48	361.04	1046.87	629.97	387.67	231.37	102147.71	690.41	231.71	537.08	70778.12	113.45	102.68	132268.27	22.6	55.33	261.13	219.67	243.49	206.37
cds747	2.89	1.3	5.36	47.82	90.3	248.53	20.32	10.22	5.51	15.77	3.43	11.02	3.46	9.6	24.19	19.05	0.58	0.55	762.43	10.04	1.03	0	154.9	0	0	492.1	1	1	4.52	1.8	1.83	5.19
cds748	1416.77	1864.13	1036.99	2815.19	11257.8	13850.32	376.46	228.87	154.8	293.51	347.37	377.81	253.75	313.87	643.61	448.91	153.56	121.97	60889.09	351.39	50	63.24	34606.39	23.59	28.18	42925.36	23.24	22.01	155.28	123.1	141.53	103.74
cds749	302.55	1477.86	193.6	1055.61	4551.24	4475.61	16.47	19.11	13.16	17.9	123.42	197.23	233.01	147.59	355.54	264.42	97.37	75.29	39664.74	109.13	24.91	32.19	28469.53	14.18	9.16	29612.2	12.84	17.16	18.76	69.22	18.15	42.79
cds75	149.51	119.06	67.34	66.48	1143.25	1101.23	48.28	43.12	13.27	42.08	24.57	35.08	34.88	29.32	70.23	59.9	55.61	25.99	28098.24	66.91	10.58	13.54	12184.99	1.02	3.72	13444.98	2.05	9.77	55.96	52.43	34.48	27.71
cds751	0	0	17.5	0	26.93	0	2.99	0	0	0.87	1	2.59	0	0.15	0	3	1.74	0.39	305.23	0.11	0	0	148.75	0	0	226.36	0	0	1.63	0	1.37	2.31
cds752	1848.31	2539.97	547.5	1863	10176.53	12178.12	336.44	274.7	83.41	265.39	298	325.39	489.73	394.36	854.98	768.83	646.01	420.86	281990.9	827.94	77.8	111.32	134662.28	41.86	33.1	146284.67	50.27	72.57	213.26	306.88	75.14	203.11
cds753	705.2	280.33	239.58	485.33	3151.07	4785.32	260.08	157.43	53.74	152	105.09	130.15	161.46	105.19	210.51	191.79	40.85	21.64	9403.39	66.81	7.37	7.24	6080.79	5.14	2	9197.44	6.38	2.27	46.12	15.41	30.79	48.02
cds755	1894.56	661.01	480.38	1756.57	5575.07	7403.96	172.05	110.27	55.42	194.31	100.72	141.2	108.51	127.74	251.44	197.98	127.62	124.67	52757.22	236.81	13.09	25.17	32886.25	10	30.86	34817.49	11.93	14.9	90.45	85.68	100.08	66.82
cds756	16.04	435.55	169.06	271.6	2440.65	3130.76	195.19	87.15	64.75	138.91	79.92	125.56	90.31	89.69	238.38	152.59	62.68	51.07	21003.28	156.42	3.78	7.09	12832.09	2	11.06	10900.99	1	15.98	67.23	42.38	50.94	36.85
cds757	1638.21	2800.57	651.61	1490.07	6953.9	7998.85	341.86	196.58	118.87	264.15	191.6	249.09	273.77	267.98	711.73	581.38	466.43	343.11	216791.75	792.95	96.03	243.97	169831.92	59.99	73.24	150754.7	53.98	72.52	265.37	285.44	158.95	211.18
cds758	13.45	201.41	149.81	364.89	1862.74	2359.46	92.12	71.87	35.83	69.11	64.07	94.98	77.66	105.23	149.42	147.24	80.14	69.85	24186.89	115.88	14	13.71	11907.06	3	7.54	13194.16	4.15	15.78	42.97	23.91	22.23	21.19
cds759	971.45	539.92	348.81	767.28	3858.62	3736.98	266.7	210.75	106.27	217.83	210.35	256.2	206.31	232.11	491.66	386.8	207.2	186.68	63769.59	350.57	42.52	45.29	31302.41	14.68	14.24	37252.8	20.18	17.05	97.77	81.62	87.61	88.92
cds76	708.46	517.5	211.08	701.03	3796.44	4714.37	94.38	52.97	39.09	65.83	81.88	116.64	109.35	98.78	266.43	146.94	93.74	77.43	29365.47	156.63	23.99	38.47	16625.87	6.99	11.5	30010.96	10	15.98	46.25	54.74	27.96	47.83
cds760	345.52	63.03	219.87	623.59	2160.36	2955.86	260.43	141.79	63.35	162.41	186.41	201.78	292.73	202.34	437.84	335.12	324.55	250.16	73285.12	483.1	72.19	129.09	49474.86	53.95	28.11	59568.17	22.37	41.18	124.16	112.77	60.31	58.16
cds761	3.95	3.48	74.78	148.86	561.17	663.01	70.88	33.04	3.88	32.4	36.21	35.4	29.97	38.52	62.4	77.16	26.22	23.56	5174.92	40.7	4	2	1902.94	1	2	3544.48	1	0.5	18.24	13.1	15.03	12.47
cds762	9.84	7.54	18.93	8.54	688.21	854.51	37.32	39.38	4.67	40.4	19.27	24.63	15.73	23.73	50.59	23.04	8.12	6.34	5305.04	19.08	0	3	1297.89	0	1	2177.83	0.65	3.55	16.05	9.57	10.42	8.91
cds763	136.91	151.47	97.85	135.75	856.84	1154.23	59.34	46.38	12	75	27.72	30.31	49.9	46.07	75.15	66.37	31.56	36.23	15694	79.85	1.54	6.76	5516.71	0.18	4	7834.77	3.77	5.1	26.08	16.01	30.4	26.32
cds764	7.23	29.24	71.92	217.2	1438.11	1147.55	145.97	78.48	36.21	100.83	64.13	72.21	37.14	93.98	232.9	120.99	60.47	16.47	6914.06	169.68	8.46	26.72	4791.68	5.28	4.19	5605.45	6.5	9.28	32.74	17.71	24.72	34.89
cds765	13.46	160.8	93.94	310.28	976.26	1400.4	88.09	63.84	20.5	72.9	49.97	56.5	40.65	46.29	161.19	111.38	30.45	19.6	5430.8	61.33	12.03	6.48	4001.45	2	4.3	4292.18	2.5	3.84	22.71	13.17	36.62	14.34
cds766	352.58	263.23	155.28	498.94	1870.34	2415.82	185.48	138.26	53.33	130.32	95.09	101.06	59.13	84.92	297.14	203.12	55.35	27.18	12111.77	108.68	13.63	22.78	6886.29	1	1.24	8212.08	3.04	9.39	46.06	9.39	33.07	31.02
cds767	1387.47	1253.9	404.31	954.79	5721.21	6043.79	517.43	358.85	100.37	333.87	260.75	339.75	259.27	248.44	674.84	512.41	189.26	115.24	17986.64	242.81	18.43	26.57	8828.48	18	10.68	11607.75	15.95	16.93	80.95	34.23	50.61	85.45
cds768	712.32	484.9	244.48	865.08	2460.1	4303.47	137.66	92.77	38.13	98.54	62.27	114.27	86.07	87.56	142.86	134.75	40.17	50.94	18421.55	65.65	2.29	12.71	5909.78	6.45	2.94	13078.69	1.64	0.96	37.9	35.14	23.77	22.69
cds769	419.91	398.74	260.79	660.5	2758.61	3216.63	191.14	117.55	26.34	115.42	83.25	93.96	72.37	74.33	208.76	186.93	61.95	40.94	13713.35	81.22	8.03	9.96	4997.52	3.76	8.91	9135.71	2.11	6.58	55.55	24.95	36.46	16.61
cds770	0	2	16	0	49.5	120	1	0.55	1.46	1	3.29	0.65	2	0	0	0	3	2.5	103.1	0	0	0	233.16	0	0	56.04	0	0	0	0	2	0
cds771	0	0	0	0	5.38	0	0.85	0.05	0.49	0	0	0	0	0	0	0	0	0	33.58	0	0.84	0	156.41	0	0	136.11	0	0	0	0	0	0
cds772	386	491.47	146.61	414.09	3096.54	3103.98	88.77	82.06	32.36	94.7	83.4	74.02	71.55	74.7	169.01	121	57.5	48.73	22145.32	87.77	12	21.5	11890.1	6	3.5	11032.01	5.23	10.21	75.65	36.75	46.49	20.11
cds773	122.5	163	72.95	413.85	1185.95	1680.49	24.93	19.5	20.9	31.12	32.58	42.01	29.24	50	96.75	68.94	30.93	32	11993.19	62.36	2	15.19	5571.39	1	7	7057.73	3	3	16.66	22.82	16.98	12.57
cds777	1350.9	2352.09	638.96	2376.85	9940.94	13185.56	354.23	197.11	166.35	265.38	329.02	372.4	384.46	334.11	613.98	612.15	277	237.2	158494.05	282.99	65.82	122.93	72209.54	29.03	35.29	128515.64	16.05	24	136.83	157.48	119.33	103.15
cds778	697.04	1171.66	367.4	1225.17	5789.89	5231.72	422.48	246.72	111.49	253.67	292.8	270.28	282.07	286.7	607.43	473.27	216.43	149.39	63039.9	260.74	40.4	66.85	42330.82	15.62	14.34	54627.48	6	11.42	102.15	92.48	99.45	96.56
cds78	193.86	154.12	127.91	247.49	1617.37	1806.71	204.3	116.96	61.63	166.03	152.32	146.31	123.49	142.92	397.48	303.15	107.99	81.49	15388.45	263.41	20.54	23.84	12145.03	11.56	1	9906.89	1	7.3	50.12	32.84	42.58	38.24
cds780	192.36	299.06	146.77	447.64	1245.17	1667.02	253.12	179.09	85.42	256.8	158.66	178.54	200.44	192.54	471.08	368.76	277.4	192.99	38001.3	435.21	46.27	93.49	18559.33	33.14	24.37	23662.73	24.62	49.24	115.2	63.31	88.36	82.93
cds781	13.56	95.34	120	327.98	756.93	1245.98	77.89	45.17	26.32	62.53	34.67	32.15	40.06	42.25	106.19	84.76	29.51	26.05	12171.77	68.98	2.85	5	5357	2	0.31	4868.96	5.64	10.2	32.69	20.75	35.01	20.27
cds783	8.62	549.7	129.12	328.78	1350.14	2119.5	73.69	30.37	16.53	16.25	99.36	103.39	61.08	55.66	144.66	109.76	58.83	62.15	11665.97	44.58	2.99	12.22	5180.51	2.59	2	9686.97	1.05	0	21.03	16.7	11.31	23.89
cds786	565.5	15.5	25.5	97.5	925.44	983.73	30.55	19.71	10.85	40.92	21.87	20.26	13.24	17.51	42.38	35.53	11.62	21.75	6715.71	34.88	0	10.62	4958.48	2	5.28	5419.94	3	1	16.03	17.5	17.21	7.76
cds788	1	0	0	24.5	175	349	6	12	0	6.02	4.66	2	7	2	4.73	6	4.28	7.05	2014.57	15.03	3	5.5	1660.14	5	4.23	2143.31	0	1	4.46	6	1	4
cds789	578.72	1277.52	268.18	810.94	2891.79	3751.8	370.22	238.23	79.74	270.54	165.39	146.25	189.04	168.72	388.3	281.21	139.87	63.66	41235.06	234.63	24.46	32.76	15826.54	3	11.31	21602.15	7.92	15.07	98.21	71.84	65.42	84.73
cds79	32.22	316.66	113.77	372.3	1197.27	1295.84	96.85	69.68	23.75	97.32	66.72	87.71	62.12	60.38	180.75	131.71	76.81	31.41	9900.81	116.49	26.84	41.85	8663.39	6	9	9128.96	5	14.74	43.18	20.53	37.1	31.65
cds790	14.04	27.81	215.15	754.29	2014.35	1872.86	181.91	86.58	32.88	112.76	85.04	71.34	69.51	77.13	183.92	126.51	42.54	26.53	6836.48	106.27	10.02	17.8	5623.46	6	8	4478.22	7.12	4.32	24.26	12.56	20.09	7.98
cds791	198.52	195.37	184.4	242.94	1144.74	1753.82	66.85	50.84	30.28	71.16	41.47	20.78	24.59	40.38	90.33	65.28	10.96	17.91	4271.05	33.99	3.94	15.19	3220.29	2	6	2093.16	3.43	0.69	17.96	8	13.47	13.19
cds793	28.23	29.05	69.34	203.02	742.34	1188.54	52.6	41.97	10.81	60.98	29.16	57.06	28.7	31.09	87.62	55.55	33.02	18.53	7410.54	53.59	3.15	6.95	5610.89	1	4.21	3972.43	0.8	1	18.84	17.62	13.93	11.05
cds794	0	2	19	19	120.22	296.06	7.94	5.49	3.34	6.92	3.49	5	8.15	6.67	26.7	23.43	14.72	10	2722.55	12.74	8.48	0	2374.4	0	1.84	3520.24	0	1	2.28	3.39	3.41	3
cds795	2	0	0	11	113.67	54.16	10.93	21.05	3.27	13.82	10.48	19.1	23.29	12.85	42.91	39.51	18.83	19.87	4638.07	21.96	2	7	4104.07	2	2	5838.29	1	1.82	13.62	8.59	8.71	11.53
cds796	616.09	619.37	241.2	879.77	3128.56	3882.84	219.8	129.22	80.85	233.22	161.54	171.67	127.97	162.91	350.39	312.18	208.37	197.32	55164.45	314.51	38.5	88.23	36207.94	17.11	14.03	55113.13	15	33	123.2	82.92	97.45	60.12
cds797	4.89	32.85	21.04	301.96	658.81	1194.95	67.18	36.14	24.26	30.49	31.92	50.44	54.58	29.64	88.64	83.4	40.86	25.87	12091.24	51.67	2.99	11.77	7336.94	2.83	7.77	10983.62	0	3.99	23.69	13.58	9.44	13.84
cds798	358.09	520.92	148.49	665.99	2348.13	3504.88	113.29	56.78	39.47	80.18	50.33	55.18	45.08	51.89	160.64	96.76	50.75	39	27527.39	64.12	6.73	16.99	17529.64	2.64	9.89	24203.24	2.58	2.98	51.97	40.31	27.36	41.8
cds799	8044.73	12838.5	8135.64	26518.04	106804.87	128900.98	4416.91	3370.74	2010.52	3821.22	3316.74	3755.24	2569.93	4507.63	8395.79	6851.98	1749.6	1305.31	584155.05	4843.43	540.16	1122.77	337265.71	264.32	380.72	511303.92	128.56	323.27	1045.05	1317.72	910.63	1185.64
cds8	568.37	727.3	320.73	1261.9	3801.05	5016.79	207.22	163.78	50.1	229.55	124.41	185.3	134.36	137.05	360.23	234.25	168.92	93.96	39166.74	189.08	26.91	41.62	19345.32	10	16.83	21263.43	19.87	29.22	146.89	97.84	111.15	78.7
cds800	541.29	716.69	411.61	1618.45	6867.89	9163.9	428.06	348.04	136.36	377.72	251.45	329.07	249.56	306.35	556.83	591.08	337.06	224.09	54158.71	716.7	141.39	273.84	28936.61	69.19	66.41	51078.14	19.2	33.8	123.23	106.36	77.82	97.31
cds801	525.07	1073.39	444.58	1366.77	6385.83	7491.19	403.85	321.24	118.08	281.74	193.43	237.22	195.27	247.76	475.68	383.84	116.57	115.06	49121.43	251.69	30	21.25	20474.41	12	10.18	26204.88	7.07	18.37	106.5	65.76	87.34	105.22
cds802	1614.87	2247.81	922.1	2870.48	10415.51	15995.84	784.27	537.11	175.01	477.35	358.31	415.68	405.05	415.97	832.94	697.7	340.46	308.34	174019.97	498.29	40.32	73.34	97123.2	18.81	23.87	90808.71	9.86	43.53	346.84	273.43	243.71	211.13
cds803	1391.77	1641.01	560.53	1878.68	7078.46	9695.22	384.07	254.3	147.18	316.41	259.47	279.18	236.14	266.36	539.64	464.69	192.58	178.71	60147.32	294.89	48.44	49.79	33944.78	15.5	30.07	42520.81	10.92	30.15	141.67	118.49	133.2	95.23
cds804	2674.83	1780.99	741.02	3269.63	11198.48	14874.67	516.11	317.36	126.17	365.89	271.24	285.59	256.97	292.21	587.6	530.86	144.14	133.71	84565.53	254.42	31.93	35.4	34676.55	8.17	21.34	42192.6	12.78	24.2	219.19	206.93	186.37	199.93
